gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	transcript_id	Arabidopsis_Genes	KO_ID	Pathway_ID	Pathway_Description	SwissProt_Accession	SwissProt_Full	GO_ID	GO_Description	GO_Level	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	eggNOG_GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Cau.Cau6BG001224	0.0000000215331750090928	0.494542259508489	0.32	0.188	0.000992722434269197	5	transcript:AT5G01650.1	AT5G01650	K07253;K07253;K07253	map00350;map00360;map01100	Tyrosine metabolism;Phenylalanine metabolism;Metabolic pathways	P81529	sp|P81529|MIFH_TRISP				3983.cassava4.1_019559m	3.59e-69	209.0	KOG1759@1|root,KOG1759@2759|Eukaryota,37UTD@33090|Viridiplantae,3GIJ1@35493|Streptophyta,4JTW0@91835|fabids	35493|Streptophyta	V	Macrophage migration inhibitory factor	-	-	5.3.2.1	ko:K07253	ko00350,ko00360,map00350,map00360	-	R01378,R03342	RC00507	ko00000,ko00001,ko01000,ko04147	-	-	-	MIF
Cau.Cau6AG000818	0.0000000216832113257612	0.664987672037446	0.299	0.18	0.000999639408540241	5	transcript:AT3G52560.1	/	K10704;K10704	map04624;map05131	Toll and Imd signaling pathway;Shigellosis	Q9SJ44	sp|Q9SJ44|UEV1C_ARATH				2711.XP_006481553.1	3.53e-101	293.0	KOG0896@1|root,KOG0896@2759|Eukaryota,37JUG@33090|Viridiplantae,3G9NR@35493|Streptophyta	35493|Streptophyta	O	Belongs to the ubiquitin-conjugating enzyme family	-	-	-	ko:K10704	ko04624,map04624	-	-	-	ko00000,ko00001,ko03400	-	-	-	UQ_con
Cau.Cau3AG001206	0.0000000217535205212589	0.501262702365222	0.259	0.14	0.00100288080307108	5	/	AT3G01400;AT5G58680				Q9SNC6	sp|Q9SNC6|PUB13_ARATH				85681.XP_006433633.1	1.84e-91	284.0	KOG0167@1|root,KOG0167@2759|Eukaryota,37HIH@33090|Viridiplantae,3GFZM@35493|Streptophyta	35493|Streptophyta	P	U-box domain-containing protein	-	-	-	ko:K08332	-	-	-	-	ko00000,ko03029,ko04131	-	-	-	Arm
Cau.Cau1AG001318	0.0000000231437563573818	0.448397753306577	0.395	0.246	0.00106697345558801	5	transcript:AT3G15820.1	AT3G15820;AT3G15830				Q9LVZ7	sp|Q9LVZ7|PDCT1_ARATH	GO:0003674;GO:0003824;GO:0004142;GO:0006629;GO:0006644;GO:0006650;GO:0006656;GO:0006657;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009987;GO:0016740;GO:0016772;GO:0016780;GO:0017169;GO:0019637;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0045017;GO:0046470;GO:0046474;GO:0046486;GO:0071704;GO:0090407;GO:0097164;GO:1901564;GO:1901566;GO:1901576	molecular_function;catalytic activity;diacylglycerol cholinephosphotransferase activity;lipid metabolic process;phospholipid metabolic process;glycerophospholipid metabolic process;phosphatidylcholine biosynthetic process;CDP-choline pathway;phosphorus metabolic process;phosphate-containing compound metabolic process;nitrogen compound metabolic process;biological_process;metabolic process;lipid biosynthetic process;phospholipid biosynthetic process;biosynthetic process;cellular process;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, for other substituted phosphate groups;CDP-alcohol phosphatidyltransferase activity;organophosphate metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;glycerolipid biosynthetic process;phosphatidylcholine metabolic process;glycerophospholipid biosynthetic process;glycerolipid metabolic process;organic substance metabolic process;organophosphate biosynthetic process;ammonium ion metabolic process;organonitrogen compound metabolic process;organonitrogen compound biosynthetic process;organic substance biosynthetic process	molecular_function;molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;molecular_function;molecular_function;molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process	85681.XP_006427295.1	1.39e-196	545.0	28JJI@1|root,2QRYQ@2759|Eukaryota,37PB5@33090|Viridiplantae,3GAJG@35493|Streptophyta	35493|Streptophyta	S	Phosphatidylcholine diacylglycerol cholinephosphotransferase	-	GO:0003674,GO:0003824,GO:0004142,GO:0006629,GO:0006644,GO:0006650,GO:0006656,GO:0006657,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016740,GO:0016772,GO:0016780,GO:0017169,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0045017,GO:0046470,GO:0046474,GO:0046486,GO:0071704,GO:0090407,GO:0097164,GO:1901564,GO:1901566,GO:1901576	-	-	-	-	-	-	-	-	-	-	PAP2_3,PAP2_C
Cau.Cau7BG000053	0.0000000242935381324216	0.662823500725043	0.279	0.165	0.0011199806949809	5	transcript:AT3G52090.2	AT3G52090	K03008;K03008	map03020;map05016	RNA polymerase;Huntington disease	Q38859	sp|Q38859|NRPBB_ARATH	GO:0000418;GO:0000419;GO:0000428;GO:0005575;GO:0005622;GO:0005623;GO:0005634;GO:0005654;GO:0005665;GO:0016591;GO:0030880;GO:0031974;GO:0031981;GO:0032991;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043233;GO:0044422;GO:0044424;GO:0044428;GO:0044446;GO:0044451;GO:0044464;GO:0055029;GO:0061695;GO:0070013;GO:1902494;GO:1990234	RNA polymerase IV complex;RNA polymerase V complex;DNA-directed RNA polymerase complex;cellular_component;intracellular anatomical structure;obsolete cell;nucleus;nucleoplasm;RNA polymerase II, core complex;RNA polymerase II, holoenzyme;RNA polymerase complex;membrane-enclosed lumen;nuclear lumen;protein-containing complex;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;organelle lumen;obsolete organelle part;obsolete intracellular part;obsolete nuclear part;obsolete intracellular organelle part;obsolete nucleoplasm part;obsolete cell part;nuclear DNA-directed RNA polymerase complex;transferase complex, transferring phosphorus-containing groups;intracellular organelle lumen;catalytic complex;transferase complex	cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component	2711.XP_006482856.1	9.47e-79	234.0	COG1761@1|root,KOG4392@2759|Eukaryota,37UMW@33090|Viridiplantae,3GITF@35493|Streptophyta	35493|Streptophyta	K	DNA-directed RNA polymerases II, IV and V subunit	-	GO:0000418,GO:0000419,GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0016591,GO:0030880,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0055029,GO:0061695,GO:0070013,GO:1902494,GO:1990234	-	ko:K03008	ko00230,ko00240,ko01100,ko03020,ko05016,ko05169,map00230,map00240,map01100,map03020,map05016,map05169	M00180	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko03021,ko03400	-	-	-	RNA_pol_L_2
Cau.Cau6BG000816	0.0000000247975352664285	0.635871663339015	0.32	0.198	0.00114321597085289	5	/	AT2G36060	K10704;K10704	map04624;map05131	Toll and Imd signaling pathway;Shigellosis	Q9SJ44	sp|Q9SJ44|UEV1C_ARATH				3641.EOY08418	2.18e-100	291.0	KOG0896@1|root,KOG0896@2759|Eukaryota,37JUG@33090|Viridiplantae,3G9NR@35493|Streptophyta	35493|Streptophyta	O	Belongs to the ubiquitin-conjugating enzyme family	-	-	-	ko:K10704	ko04624,map04624	-	-	-	ko00000,ko00001,ko03400	-	-	-	UQ_con
Cau.Cau9BG001395	0.0000000286500166940524	0.553512533452918	0.422	0.28	0.0013208230696292	5	/	/	K02958;K02958	map03010;map05171	Ribosome;Coronavirus disease - COVID-19	Q08112	sp|Q08112|RS151_ARATH				2711.XP_006489520.1	1.76e-104	302.0	COG0185@1|root,KOG0898@2759|Eukaryota,37KZ9@33090|Viridiplantae,3GA7S@35493|Streptophyta	35493|Streptophyta	J	Belongs to the universal ribosomal protein uS19 family	-	-	-	ko:K02958	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S19
Cau.Cau6BG002351	0.0000000287780640168226	0.76804931883371	0.255	0.148	0.00132672630730356	5	/	AT1G10630;AT1G23490;AT1G70490;AT2G47170;AT3G62290	K07937;K07937;K07937;K07937;K07937;K07937;K07937	map04072;map04144;map05110;map05130;map05131;map05132;map05134	Phospholipase D signaling pathway;Endocytosis;Vibrio cholerae infection;Pathogenic Escherichia coli infection;Shigellosis;Salmonella infection;Legionellosis	P51823	sp|P51823|ARF2_ORYSJ	GO:0006464;GO:0006471;GO:0006807;GO:0006810;GO:0006886;GO:0008104;GO:0008150;GO:0008152;GO:0009987;GO:0015031;GO:0015833;GO:0016192;GO:0019538;GO:0033036;GO:0034613;GO:0036211;GO:0042886;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0045184;GO:0046907;GO:0051179;GO:0051234;GO:0051641;GO:0051649;GO:0070727;GO:0071702;GO:0071704;GO:0071705;GO:1901564	cellular protein modification process;protein ADP-ribosylation;nitrogen compound metabolic process;transport;intracellular protein transport;protein localization;biological_process;metabolic process;cellular process;protein transport;peptide transport;vesicle-mediated transport;protein metabolic process;macromolecule localization;cellular protein localization;protein modification process;amide transport;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;cellular protein metabolic process;establishment of protein localization;intracellular transport;localization;establishment of localization;cellular localization;establishment of localization in cell;cellular macromolecule localization;organic substance transport;organic substance metabolic process;nitrogen compound transport;organonitrogen compound metabolic process	biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process	102107.XP_008246262.1	2.49e-128	364.0	COG1100@1|root,KOG0070@2759|Eukaryota,37PTM@33090|Viridiplantae,3GFH5@35493|Streptophyta,4JT65@91835|fabids	35493|Streptophyta	U	Belongs to the small GTPase superfamily. Arf family	-	GO:0006464,GO:0006471,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009987,GO:0015031,GO:0015833,GO:0016192,GO:0019538,GO:0033036,GO:0034613,GO:0036211,GO:0042886,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:1901564	-	ko:K07937	ko04072,ko04144,ko05110,ko05134,map04072,map04144,map05110,map05134	-	-	-	ko00000,ko00001,ko04031,ko04131,ko04147	-	-	-	Arf
Cau.Cau5BG002844	0.0000000296585015716487	0.625890101160236	0.293	0.174	0.00136731623945615	5	/	/	K02895	map03010	Ribosome	Q9ZCR6	sp|Q9ZCR6|RL24_RICPR				2711.XP_006479689.1	2.58e-108	312.0	COG0198@1|root,KOG1708@2759|Eukaryota,37S1W@33090|Viridiplantae,3G7YW@35493|Streptophyta	35493|Streptophyta	J	Belongs to the universal ribosomal protein uL24 family	-	-	-	ko:K02895	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	KOW,ribosomal_L24
Cau.Cau6AG000678	0.0000000298627630583764	0.53161588234032	0.323	0.196	0.00137673310251727	5	transcript:AT2G36530.1	AT2G36530	K01689;K01689;K01689;K01689;K01689;K01689;K01689;K01689;K01689	map00010;map00680;map01100;map01110;map01120;map01200;map01230;map03018;map04066	Glycolysis / Gluconeogenesis;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;RNA degradation;HIF-1 signaling pathway	P42896	sp|P42896|ENO_RICCO	GO:0001101;GO:0003674;GO:0003676;GO:0003677;GO:0003824;GO:0004634;GO:0005488;GO:0005507;GO:0005575;GO:0005576;GO:0005622;GO:0005623;GO:0005634;GO:0005737;GO:0005739;GO:0005740;GO:0005829;GO:0005886;GO:0005911;GO:0006950;GO:0006970;GO:0008150;GO:0009266;GO:0009314;GO:0009409;GO:0009416;GO:0009506;GO:0009507;GO:0009536;GO:0009628;GO:0009651;GO:0009719;GO:0009725;GO:0009737;GO:0010033;GO:0010035;GO:0010038;GO:0016020;GO:0016829;GO:0016835;GO:0016836;GO:0030054;GO:0031967;GO:0031975;GO:0033993;GO:0042221;GO:0043167;GO:0043169;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044422;GO:0044424;GO:0044429;GO:0044444;GO:0044446;GO:0044464;GO:0046686;GO:0046872;GO:0046914;GO:0048046;GO:0050896;GO:0055044;GO:0071944;GO:0097159;GO:0097305;GO:1901363;GO:1901700	response to acid chemical;molecular_function;nucleic acid binding;DNA binding;catalytic activity;phosphopyruvate hydratase activity;binding;copper ion binding;cellular_component;extracellular region;intracellular anatomical structure;obsolete cell;nucleus;cytoplasm;mitochondrion;mitochondrial envelope;cytosol;plasma membrane;cell-cell junction;response to stress;response to osmotic stress;biological_process;response to temperature stimulus;response to radiation;response to cold;response to light stimulus;plasmodesma;chloroplast;plastid;response to abiotic stimulus;response to salt stress;response to endogenous stimulus;response to hormone;response to abscisic acid;response to organic substance;response to inorganic substance;response to metal ion;membrane;lyase activity;carbon-oxygen lyase activity;hydro-lyase activity;cell junction;organelle envelope;envelope;response to lipid;response to chemical;ion binding;cation binding;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;obsolete organelle part;obsolete intracellular part;obsolete mitochondrial part;obsolete cytoplasmic part;obsolete intracellular organelle part;obsolete cell part;response to cadmium ion;metal ion binding;transition metal ion binding;apoplast;response to stimulus;symplast;cell periphery;organic cyclic compound binding;response to alcohol;heterocyclic compound binding;response to oxygen-containing compound	biological_process;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;biological_process;biological_process;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;molecular_function;molecular_function;cellular_component;biological_process;cellular_component;cellular_component;molecular_function;biological_process;molecular_function;biological_process	2711.XP_006481907.1	0.0	875.0	COG0148@1|root,KOG2670@2759|Eukaryota,37JMA@33090|Viridiplantae,3G9BD@35493|Streptophyta	35493|Streptophyta	G	eno2,los2	-	GO:0001101,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004634,GO:0005488,GO:0005507,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005829,GO:0005886,GO:0005911,GO:0006950,GO:0006970,GO:0008150,GO:0009266,GO:0009314,GO:0009409,GO:0009416,GO:0009506,GO:0009507,GO:0009536,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0010033,GO:0010035,GO:0010038,GO:0016020,GO:0016829,GO:0016835,GO:0016836,GO:0030054,GO:0031967,GO:0031975,GO:0033993,GO:0042221,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046686,GO:0046872,GO:0046914,GO:0048046,GO:0050896,GO:0055044,GO:0071944,GO:0097159,GO:0097305,GO:1901363,GO:1901700	4.2.1.11	ko:K01689	ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066	M00001,M00002,M00003,M00346,M00394	R00658	RC00349	ko00000,ko00001,ko00002,ko01000,ko03019,ko04147	-	-	-	Enolase_C,Enolase_N
Cau.Cau9AG001734	0.0000000310702804454543	0.588908865846136	0.51	0.38	0.00143240206909633	5	/	AT1G02780;AT3G16780;AT4G02230	K02885;K02885	map03010;map05171	Ribosome;Coronavirus disease - COVID-19	Q9SRX2	sp|Q9SRX2|RL191_ARATH	GO:0003674;GO:0003676;GO:0003723;GO:0003729;GO:0003735;GO:0005198;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0005840;GO:0005886;GO:0015934;GO:0016020;GO:0022625;GO:0022626;GO:0032991;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0044391;GO:0044422;GO:0044424;GO:0044444;GO:0044445;GO:0044446;GO:0044464;GO:0071944;GO:0097159;GO:1901363;GO:1990904	molecular_function;nucleic acid binding;RNA binding;mRNA binding;structural constituent of ribosome;structural molecule activity;binding;cellular_component;intracellular anatomical structure;obsolete cell;cytoplasm;cytosol;ribosome;plasma membrane;large ribosomal subunit;membrane;cytosolic large ribosomal subunit;cytosolic ribosome;protein-containing complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;ribosomal subunit;obsolete organelle part;obsolete intracellular part;obsolete cytoplasmic part;obsolete cytosolic part;obsolete intracellular organelle part;obsolete cell part;cell periphery;organic cyclic compound binding;heterocyclic compound binding;ribonucleoprotein complex	molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;molecular_function;molecular_function;cellular_component	2711.XP_006489028.1	4.47e-131	373.0	COG2147@1|root,KOG1696@2759|Eukaryota,37M2R@33090|Viridiplantae,3GC4Q@35493|Streptophyta	35493|Streptophyta	J	Belongs to the eukaryotic ribosomal protein eL19 family	-	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0015934,GO:0016020,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071944,GO:0097159,GO:1901363,GO:1990904	-	ko:K02885	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L19e
Cau.Cau2AG000691	0.0000000433617333628181	0.574674897804893	0.272	0.155	0.00199906263149264	5	/	/	K10580;K10580;K10580	map04120;map04624;map05131	Ubiquitin mediated proteolysis;Toll and Imd signaling pathway;Shigellosis	Q94A97	sp|Q94A97|UBC35_ARATH	GO:0003674;GO:0003824;GO:0004842;GO:0006139;GO:0006259;GO:0006281;GO:0006301;GO:0006464;GO:0006508;GO:0006511;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0007275;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009653;GO:0009888;GO:0009987;GO:0010015;GO:0010035;GO:0010038;GO:0010039;GO:0010053;GO:0016567;GO:0016740;GO:0019538;GO:0019787;GO:0019941;GO:0022622;GO:0030154;GO:0030163;GO:0032446;GO:0032501;GO:0032502;GO:0033554;GO:0034641;GO:0036211;GO:0042221;GO:0043170;GO:0043412;GO:0043632;GO:0044237;GO:0044238;GO:0044248;GO:0044257;GO:0044260;GO:0044265;GO:0044267;GO:0046483;GO:0046686;GO:0048364;GO:0048731;GO:0048856;GO:0048869;GO:0050896;GO:0051603;GO:0051716;GO:0070647;GO:0071704;GO:0090304;GO:0090558;GO:0090627;GO:0099402;GO:0140096;GO:1901360;GO:1901564;GO:1901565;GO:1901575;GO:1905392	molecular_function;catalytic activity;ubiquitin-protein transferase activity;nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;postreplication repair;cellular protein modification process;proteolysis;ubiquitin-dependent protein catabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;response to stress;cellular response to DNA damage stimulus;multicellular organism development;biological_process;metabolic process;catabolic process;macromolecule catabolic process;anatomical structure morphogenesis;tissue development;cellular process;root morphogenesis;response to inorganic substance;response to metal ion;response to iron ion;root epidermal cell differentiation;protein ubiquitination;transferase activity;protein metabolic process;ubiquitin-like protein transferase activity;modification-dependent protein catabolic process;root system development;cell differentiation;protein catabolic process;protein modification by small protein conjugation;multicellular organismal process;developmental process;cellular response to stress;cellular nitrogen compound metabolic process;protein modification process;response to chemical;macromolecule metabolic process;macromolecule modification;modification-dependent macromolecule catabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular protein catabolic process;cellular macromolecule metabolic process;cellular macromolecule catabolic process;cellular protein metabolic process;heterocycle metabolic process;response to cadmium ion;root development;system development;anatomical structure development;cellular developmental process;response to stimulus;proteolysis involved in cellular protein catabolic process;cellular response to stimulus;protein modification by small protein conjugation or removal;organic substance metabolic process;nucleic acid metabolic process;plant epidermis development;plant epidermal cell differentiation;plant organ development;catalytic activity, acting on a protein;organic cyclic compound metabolic process;organonitrogen compound metabolic process;organonitrogen compound catabolic process;organic substance catabolic process;plant organ morphogenesis	molecular_function;molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;molecular_function;biological_process;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process	2711.XP_006469026.1	1.91e-107	309.0	COG5078@1|root,KOG0417@2759|Eukaryota,37JX2@33090|Viridiplantae,3GDX4@35493|Streptophyta	35493|Streptophyta	O	Belongs to the ubiquitin-conjugating enzyme family	-	GO:0003674,GO:0003824,GO:0004842,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006464,GO:0006508,GO:0006511,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007275,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009653,GO:0009888,GO:0009987,GO:0010015,GO:0010035,GO:0010038,GO:0010039,GO:0010053,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0022622,GO:0030154,GO:0030163,GO:0032446,GO:0032501,GO:0032502,GO:0033554,GO:0034641,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0046483,GO:0046686,GO:0048364,GO:0048731,GO:0048856,GO:0048869,GO:0050896,GO:0051603,GO:0051716,GO:0070647,GO:0071704,GO:0090304,GO:0090558,GO:0090627,GO:0099402,GO:0140096,GO:1901360,GO:1901564,GO:1901565,GO:1901575,GO:1905392	2.3.2.23	ko:K10580	ko04120,ko04624,map04120,map04624	-	-	-	ko00000,ko00001,ko01000,ko03400,ko04121	-	-	-	UQ_con
Cau.Cau3BG000618	0.0000000563859878332679	0.58725150666573	0.265	0.153	0.00259950681108932	5	/	AT4G02450	K15730;K15730;K15730	map00590;map01100;map05207	Arachidonic acid metabolism;Metabolic pathways;Chemical carcinogenesis - receptor activation	Q9FR62	sp|Q9FR62|P23A_BRANA				2711.XP_006473157.1	3.81e-129	367.0	KOG3158@1|root,KOG3158@2759|Eukaryota,37UHF@33090|Viridiplantae,3GIT8@35493|Streptophyta	35493|Streptophyta	O	CS domain	-	-	5.3.99.3	ko:K15730	ko00590,ko01100,map00590,map01100	-	R02265	RC00672	ko00000,ko00001,ko01000	-	-	-	CS
Cau.Cau9BG001774	0.000000106184832635361	0.339474295	0.793	0.668	0.00489533315415541	5	/	AT3G16660;AT3G16670	K02891;K02891	map03010;map05171	Ribosome;Coronavirus disease - COVID-19	Q9M9W1	sp|Q9M9W1|RL222_ARATH				2711.XP_006489055.1	2.19e-75	231.0	KOG3434@1|root,KOG3434@2759|Eukaryota,37UKJ@33090|Viridiplantae,3GIM0@35493|Streptophyta	35493|Streptophyta	J	60S ribosomal Protein	-	-	-	ko:K02891	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22e
Cau.Cau5BG001939	0.000000115899256703162	0.576060729730641	0.401	0.277	0.00534318753252917	5	/	AT2G36620;AT3G53020	K02896;K02896	map03010;map05171	Ribosome;Coronavirus disease - COVID-19	Q42347	sp|Q42347|RL241_ARATH				2711.XP_006478524.1	5.07e-97	284.0	COG2075@1|root,KOG1722@2759|Eukaryota,37RC6@33090|Viridiplantae,3GE6B@35493|Streptophyta	35493|Streptophyta	J	60S ribosomal Protein	-	-	-	ko:K02896	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L24e
Cau.Cau8AG001681	0.000000171093903131528	0.633284214584116	0.384	0.27	0.00788777112216969	5	/	AT5G02960	K02973;K02973	map03010;map05171	Ribosome;Coronavirus disease - COVID-19	P46297	sp|P46297|RS23_FRAAN				218851.Aquca_027_00115.1	7.36e-96	280.0	COG0048@1|root,KOG1749@2759|Eukaryota,37SQP@33090|Viridiplantae,3GDVT@35493|Streptophyta	35493|Streptophyta	J	Belongs to the universal ribosomal protein uS12 family	-	-	-	ko:K02973	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosom_S12_S23
