gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	transcript_id	Arabidopsis_Genes
Cau.Cau7AG001279	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101459417680867	0.649629012275609	0.859	0.764	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000467748207392332	2	/	AT2G30860;AT2G30870
Cau.Cau8AG000205	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000677240017056152	1.0508221410437	0.353	0.185	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000312221192663227	2	/	AT4G33660
Cau.Cau5AG001468	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000178435813851226	1.50514595796428	0.347	0.189	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000822624789016924	2	/	/
Cau.Cau7BG000179	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000599748850741431	0.86995893000376	0.62	0.454	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000276496215168814	2	/	AT5G43300
Cau.Cau2BG001541	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000326938674237083	0.951595076185516	0.374	0.207	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015072526759678	2	/	AT1G65960;AT5G17330
Cau.Cau4BG000464	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000553884477575336	0.853554604638998	0.286	0.137	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000255351821851782	2	/	AT5G23710
Cau.Cau3AG001485	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000158835107434428	0.749175748693346	0.434	0.252	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000732261612294199	2	/	/
Cau.Cau2BG000597	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000327388751493027	0.574796396568063	0.618	0.408	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000150932762213315	2	/	AT1G24545;AT1G67800;AT3G01650;AT5G14420
Cau.Cau1BG001744	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000401758189050199	0.735427880400932	0.315	0.157	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000185218560315923	2	/	AT5G08790;AT5G63790
Cau.Cau3BG000836	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000377789631152491	0.786949000516824	0.326	0.172	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174168575753921	2	/	AT1G01720
Cau.Cau5BG002532	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000139940837465874	0.448561683440643	0.741	0.54	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000645155248885174	2	/	/
Cau.Cau7BG000165	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000396466525823798	0.820288172301599	0.349	0.194	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000182778997735287	2	/	AT5G13220
Cau.Cau1AG000689	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000588312289241232	0.654704557824137	0.714	0.56	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000271223731585993	2	/	/
Cau.Cau4BG000120	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638078680737504	0.73061446089014	0.251	0.119	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000294167033393604	2	/	AT4G31780
MT0017-RA	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000722409304885598	0.52557329155254	0.711	0.53	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000333045137738358	2	/	/
Cau.Cau3BG000271	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000353232899494549	0.620728204055326	0.506	0.326	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000162847431324977	2	/	/
Cau.Cau3AG000173	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000389030955368835	0.894470618382765	0.387	0.234	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017935105104414	2	/	AT1G20100;AT1G75860;AT1G76230
Cau.Cau3AG000839	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000402683409397916	0.705338496615436	0.357	0.203	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000185645105400627	2	transcript:AT1G01720.1	AT1G01720
Cau.Cau6BG001391	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104569596728234	0.750622641950656	0.252	0.121	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000482086754836507	2	/	/
Cau.Cau2BG002632	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000280005489462012	0.864908350190439	0.297	0.16	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129088130751777	2	transcript:AT1G30135.1	AT1G30135;AT2G34600
Cau.Cau8BG001999	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000057116006669131	0.716817572079323	0.252	0.124	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000263316213946028	2	/	/
Cau.Cau1AG000328	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000550321541111091	0.58271098071327	0.308	0.166	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000253709236883035	2	transcript:AT2G23790.1	AT2G23790;AT4G36820;AT5G66650
Cau.Cau3BG000173	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000061617306021648	0.853065876423093	0.268	0.142	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000284068104221001	2	transcript:AT1G75860.1	AT1G20100;AT1G75860;AT1G76230
Cau.Cau6BG000459	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000972800510477568	0.62291207085327	0.386	0.236	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000448480491340368	2	transcript:AT5G37840.1	AT1G66480;AT5G37840
Cau.Cau3AG000274	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015325641352965	0.547056334075656	0.487	0.322	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000706542717654392	2	/	/
Cau.Cau3AG002301	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000128793221056642	0.70782723788351	0.266	0.144	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000593762507715329	2	/	/
Cau.Cau6AG001410	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000159363974477852	0.600966248048358	0.411	0.261	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000734699795137795	2	/	/
MT0035-RA	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000170542615988599	0.44831753113009	0.925	0.891	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000078623556823064	2	/	/
Cau.Cau2AG001206	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000789401202234798	0.565210676663486	0.505	0.347	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000363929742254287	2	/	AT2G05710;AT4G26970;AT4G35830;AT5G54950
Cau.Cau1BG001072	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000110011713778225	0.641513915666689	0.291	0.164	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000507176002860374	2	/	/
Cau.Cau2BG001541	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000021903474104454	0.599084907379782	0.413	0.266	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000100979396316354	2	/	AT1G65960;AT5G17330
Cau.Cau4BG000698	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000769718526090846	0.58413647842327	0.602	0.457	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000354855634898402	2	transcript:AT2G46330.1	/
Cau.Cau3AG000243	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000595594885660945	0.425846285773161	0.803	0.684	0.00000000000000000000000000000000000000000000000000000000000000000000000000000274581154187409	2	/	AT4G40040;AT5G10980
Cau.Cau4BG001745	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000126229324221917	0.697340044117312	0.365	0.228	0.0000000000000000000000000000000000000000000000000000000000000000000000000000058194243052788	2	/	AT1G19180;AT1G74950
Cau.Cau7AG001742	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000118871143067556	0.860481747965549	0.255	0.139	0.0000000000000000000000000000000000000000000000000000000000000000000000000000548019743770049	2	/	AT2G24030
Cau.Cau6AG000466	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000430627502628953	0.559187590173343	0.592	0.448	0.000000000000000000000000000000000000000000000000000000000000000000000000000198527891262	2	/	AT1G66480;AT5G37840
Cau.Cau7AG000271	0.0000000000000000000000000000000000000000000000000000000000000000000000000166371925353967	0.779853830406047	0.335	0.213	0.000000000000000000000000000000000000000000000000000000000000000000000767007850266861	2	transcript:AT2G02990.1	AT2G02990
Cau.Cau5BG002532	0.00000000000000000000000000000000000000000000000000000000000000000000000010002321281475	0.291877433252886	0.668	0.496	0.00000000000000000000000000000000000000000000000000000000000000000000461127015718561	2	/	/
Cau.Cau1BG001948	0.0000000000000000000000000000000000000000000000000000000000000000000000001157156241281	0.543545634721447	0.403	0.262	0.00000000000000000000000000000000000000000000000000000000000000000000533472170355365	2	/	/
Cau.Cau2AG001549	0.000000000000000000000000000000000000000000000000000000000000000000000000321319718353699	0.689400413565674	0.446	0.311	0.0000000000000000000000000000000000000000000000000000000000000000000148134816555422	2	transcript:AT2G02010.1	/
Cau.Cau5AG000286	0.00000000000000000000000000000000000000000000000000000000000000000000000116079461023864	0.543241974720871	0.315	0.189	0.0000000000000000000000000000000000000000000000000000000000000000000535149531212217	2	/	/
Cau.Cau8AG001817	0.00000000000000000000000000000000000000000000000000000000000000000000000790512590019271	0.51308207749151	0.288	0.168	0.000000000000000000000000000000000000000000000000000000000000000000364442114250684	2	/	AT3G46570
Cau.Cau4AG000698	0.0000000000000000000000000000000000000000000000000000000000000000000000671425563137904	0.559477295495069	0.579	0.44	0.00000000000000000000000000000000000000000000000000000000000000000309540613117836	2	/	/
Cau.Cau2AG000772	0.00000000000000000000000000000000000000000000000000000000000000000293483033281406	0.476610185677281	0.602	0.462	0.000000000000000000000000000000000000000000000000000000000000135301548003394	2	/	AT5G07320;AT5G51050;AT5G61810
MT0018-RA	0.0000000000000000000000000000000000000000000000000000000000000000120439721236684	0.354796067606625	0.962	0.951	0.000000000000000000000000000000000000000000000000000000000000555251202845359	2	/	/
Cau.Cau2BG001069	0.0000000000000000000000000000000000000000000000000000000000000000179692351844529	0.730626669270079	0.482	0.357	0.000000000000000000000000000000000000000000000000000000000000828417680473648	2	/	AT4G28290
Cau.Cau3BG000240	0.0000000000000000000000000000000000000000000000000000000000000000384272284603718	0.405281574282594	0.778	0.675	0.00000000000000000000000000000000000000000000000000000000000177157208648006	2	transcript:AT5G10980.1	AT4G40040;AT5G10980
Cau.Cau6BG001047	0.000000000000000000000000000000000000000000000000000000000000000591900668802147	0.525793144090968	0.698	0.607	0.0000000000000000000000000000000000000000000000000000000000272878046331166	2	/	/
Cau.Cau5AG000815	0.000000000000000000000000000000000000000000000000000000000000000620601096695228	0.369454166863387	0.645	0.493	0.0000000000000000000000000000000000000000000000000000000000286109517598434	2	/	AT1G62790
Cau.Cau6BG001047	0.00000000000000000000000000000000000000000000000000000000000000577502925474908	0.711846686317881	0.608	0.51	0.000000000000000000000000000000000000000000000000000000000266240398702442	2	/	/
Cau.Cau5BG002558	0.0000000000000000000000000000000000000000000000000000000000000159925723070858	0.407447083162154	0.804	0.703	0.000000000000000000000000000000000000000000000000000000000737289568501267	2	transcript:AT5G55160.1	/
Cau.Cau1AG001302	0.000000000000000000000000000000000000000000000000000000000000818465332685846	0.604244703898186	0.335	0.218	0.0000000000000000000000000000000000000000000000000000000377328887674829	2	transcript:AT1G52565.1	AT1G52565;AT3G15760
Cau.Cau4BG000532	0.00000000000000000000000000000000000000000000000000000000000245087143561272	0.463735632961549	0.371	0.245	0.000000000000000000000000000000000000000000000000000000112990074924618	2	/	/
Cau.Cau2BG001212	0.00000000000000000000000000000000000000000000000000000000000408870576447302	0.487826371718606	0.46	0.33	0.000000000000000000000000000000000000000000000000000000188497513153735	2	transcript:AT2G05710.1	/
Cau.Cau3BG000117	0.00000000000000000000000000000000000000000000000000000000000965637263134582	0.324718721326533	0.818	0.711	0.000000000000000000000000000000000000000000000000000000445178091050305	2	/	/
MT0028-RA	0.0000000000000000000000000000000000000000000000000000000000502008483266656	0.378434423619174	0.627	0.494	0.00000000000000000000000000000000000000000000000000000231435950955594	2	/	/
Cau.Cau3BG001119	0.000000000000000000000000000000000000000000000000000000000397989816230455	0.470563137040949	0.491	0.36	0.0000000000000000000000000000000000000000000000000000183481265078564	2	/	/
Cau.Cau5BG000556	0.00000000000000000000000000000000000000000000000000000000969340174570572	0.510965289134408	0.303	0.193	0.000000000000000000000000000000000000000000000000000446885207280525	2	/	AT3G48360;AT5G63160
Cau.Cau1AG001609	0.000000000000000000000000000000000000000000000000000000946721229095119	0.449172635155215	0.325	0.211	0.0000000000000000000000000000000000000000000000000436457421037432	2	/	/
Cau.Cau8BG001412	0.00000000000000000000000000000000000000000000000000000812851812163873	0.593632306332225	0.38	0.267	0.000000000000000000000000000000000000000000000000374740942443789	2	transcript:AT2G27500.1	AT2G27500
CP0070	0.00000000000000000000000000000000000000000000000000000970317855782337	0.34671101540881	0.746	0.618	0.000000000000000000000000000000000000000000000000447335937872773	2	/	/
Cau.Cau3AG000998	0.0000000000000000000000000000000000000000000000000000156107410458167	0.447587391498956	0.418	0.294	0.000000000000000000000000000000000000000000000000719686383694241	2	/	AT1G34750
Cau.Cau1BG001862	0.0000000000000000000000000000000000000000000000000000183369302810183	0.371609909252252	0.62	0.495	0.000000000000000000000000000000000000000000000000845369159815505	2	transcript:AT1G53570.4	AT1G53570
Cau.Cau7BG000168	0.000000000000000000000000000000000000000000000000000308915936289089	0.30053484249159	0.54	0.406	0.0000000000000000000000000000000000000000000000142416424947996	2	/	AT5G13200
Cau.Cau2BG000627	0.00000000000000000000000000000000000000000000000000149033496424535	0.50691917137427	0.27	0.172	0.000000000000000000000000000000000000000000000068707422521639	2	transcript:AT2G20562.1	/
Cau.Cau4AG000533	0.00000000000000000000000000000000000000000000000000182989334293599	0.442724032810313	0.27	0.169	0.0000000000000000000000000000000000000000000000843617428960349	2	transcript:AT3G53330.1	/
Cau.Cau6BG000497	0.00000000000000000000000000000000000000000000000000744269892263742	0.565525914689333	0.281	0.182	0.00000000000000000000000000000000000000000000034312330573143	2	/	/
Cau.Cau8AG001319	0.0000000000000000000000000000000000000000000000000108360786916034	0.447603290998981	0.312	0.2	0.000000000000000000000000000000000000000000000499564899840298	2	/	AT2G27260
Cau.Cau6AG001152	0.0000000000000000000000000000000000000000000000000930577920054655	0.483193171830647	0.293	0.192	0.00000000000000000000000000000000000000000000429015032703597	2	transcript:AT1G66550.2	/
Cau.Cau1BG000655	0.00000000000000000000000000000000000000000000000166171959502522	0.258407074282272	0.695	0.553	0.0000000000000000000000000000000000000000000766085967698525	2	/	/
Cau.Cau2AG000817	0.0000000000000000000000000000000000000000000000023514753159319	0.538354957824422	0.289	0.191	0.000000000000000000000000000000000000000000108407715015092	2	/	/
Cau.Cau8AG000437	0.0000000000000000000000000000000000000000000000129014609003196	0.412872870608793	0.334	0.226	0.000000000000000000000000000000000000000000594783150426533	2	transcript:AT4G33985.1	AT2G15590;AT2G15610;AT4G33985
Cau.Cau6BG001548	0.0000000000000000000000000000000000000000000000499667029050247	0.438698201844462	0.372	0.263	0.00000000000000000000000000000000000000000230356493732745	2	transcript:AT3G53630.1	/
Cau.Cau5AG003081	0.000000000000000000000000000000000000000000171960087256554	0.442731146571153	0.298	0.202	0.00000000000000000000000000000000000000792770394270167	2	/	AT1G02890;AT4G02480
Cau.Cau2AG000589	0.000000000000000000000000000000000000000000847577907292319	0.272108645290868	0.46	0.334	0.0000000000000000000000000000000000000390750366819905	2	transcript:AT5G14420.2	AT1G24545;AT1G67800;AT3G01650;AT5G14420
Cau.Cau6BG001775	0.00000000000000000000000000000000000000000137817660918296	0.496326755161584	0.448	0.346	0.0000000000000000000000000000000000000635366980365528	2	/	AT2G36950
Cau.Cau6AG001388	0.0000000000000000000000000000000000000000014769482876931	0.425374062321897	0.432	0.327	0.0000000000000000000000000000000000000680902699592273	2	/	AT3G54040
Cau.Cau7BG000265	0.00000000000000000000000000000000000000000325383296219992	0.491299268562912	0.303	0.208	0.000000000000000000000000000000000000150008207223341	2	/	AT2G02990
Cau.Cau6BG001413	0.00000000000000000000000000000000000000000666810349997627	0.396089426177364	0.301	0.204	0.000000000000000000000000000000000000307412907555906	2	/	AT1G48530;AT3G53970
Cau.Cau2AG001330	0.0000000000000000000000000000000000000000276261103053179	0.423274599768757	0.362	0.26	0.00000000000000000000000000000000000127361893729576	2	transcript:AT5G35735.1	AT5G35735
Cau.Cau4AG001290	0.000000000000000000000000000000000000000148669497937429	0.386527277699869	0.338	0.236	0.00000000000000000000000000000000000685396119391136	2	/	AT1G51060;AT4G27230
Cau.Cau3AG000116	0.00000000000000000000000000000000000000043019905678922	0.294057080268871	0.704	0.598	0.0000000000000000000000000000000000198330369160966	2	transcript:AT1G20450.1	/
Cau.Cau2BG001331	0.00000000000000000000000000000000000000326212473548063	0.430613577418236	0.268	0.181	0.000000000000000000000000000000000150390474555128	2	/	AT5G35735
Cau.Cau2BG000809	0.00000000000000000000000000000000000000379662783565767	0.485236619479457	0.257	0.173	0.00000000000000000000000000000000017503213647949	2	/	/
Cau.Cau8AG001388	0.00000000000000000000000000000000000000472597248165884	0.4788077950374	0.334	0.241	0.000000000000000000000000000000000217876783349436	2	/	AT2G27500
Cau.Cau5BG000686	0.0000000000000000000000000000000000000895785933451301	0.388915765894505	0.272	0.185	0.00000000000000000000000000000000412975231039719	2	transcript:AT5G47120.1	AT4G17580;AT5G47120;AT5G47130
MT0009-RA	0.0000000000000000000000000000000000173060770088654	0.280719973793911	0.615	0.5	0.000000000000000000000000000000797844762262712	2	/	/
Cau.Cau6AG001049	0.0000000000000000000000000000000000218604811712684	0.385588429085262	0.748	0.692	0.00000000000000000000000000000100781190295782	2	transcript:AT2G32210.1	/
Cau.Cau1BG000575	0.000000000000000000000000000000000107324631202708	0.384031965500019	0.306	0.217	0.00000000000000000000000000000494788014770724	2	/	AT3G49780
Cau.Cau4BG001318	0.00000000000000000000000000000000126715888563424	0.365674182915605	0.339	0.248	0.0000000000000000000000000000584185589455098	2	transcript:AT4G27230.2	AT1G51060;AT4G27230
Cau.Cau5AG001065	0.00000000000000000000000000000000305835887607559	0.371093601098666	0.252	0.173	0.000000000000000000000000000140996460904837	2	/	AT5G60980
Cau.Cau8BG001409	0.00000000000000000000000000000000351452351254902	0.32313915947323	0.303	0.214	0.000000000000000000000000000162026562975535	2	transcript:AT2G27480.1	/
Cau.Cau3AG001895	0.00000000000000000000000000000000351890702758043	0.328447339581655	0.383	0.284	0.000000000000000000000000000162228651785513	2	/	AT3G43790;AT5G13740;AT5G13750
Cau.Cau2BG002677	0.00000000000000000000000000000000758033516703729	0.349807127969943	0.307	0.221	0.000000000000000000000000000349468611870753	2	transcript:AT1G62300.1	AT1G62300;AT4G04450;AT4G22070
Cau.Cau2BG000165	0.00000000000000000000000000000000808410012608989	0.397304677713743	0.258	0.179	0.000000000000000000000000000372693184012996	2	/	/
Cau.Cau7BG001302	0.0000000000000000000000000000000740810055306015	0.320207449514959	0.931	0.942	0.00000000000000000000000000341528251697179	2	/	AT2G30860;AT2G30870
Cau.Cau3BG001000	0.000000000000000000000000000000197826847595046	0.330135930078748	0.325	0.235	0.0000000000000000000000000091202133278268	2	transcript:AT1G34750.3	AT1G34750
MT0021-RA	0.0000000000000000000000000000011049533006153	0.251016926326757	0.609	0.507	0.0000000000000000000000000509405570649667	2	/	/
MT0019-RA	0.0000000000000000000000000000139829798572593	0.29928349105586	0.576	0.481	0.000000000000000000000000644643337379366	2	/	/
Cau.Cau5BG002009	0.0000000000000000000000000000290261703791949	0.310530485586847	0.289	0.206	0.00000000000000000000000133816450682165	2	/	/
Cau.Cau2AG000623	0.000000000000000000000000000124735650217298	0.370369905749806	0.283	0.204	0.00000000000000000000000575056294631786	2	/	/
MT0004-RA	0.0000000000000000000000000127824244399361	0.282784003785407	0.385	0.295	0.000000000000000000000589295331529935	2	/	/
Cau.Cau6BG000158	0.0000000000000000000000000189386158999892	0.274119382458927	0.266	0.191	0.000000000000000000000873108070221301	2	/	/
Cau.Cau3AG001120	0.0000000000000000000000000541006477165129	0.31153795324933	0.463	0.378	0.00000000000000000000249414806102668	2	/	/
Cau.Cau6AG001769	0.0000000000000000000000000551207574176814	0.426372443920535	0.492	0.417	0.00000000000000000000254117715846995	2	transcript:AT5G03380.1	AT2G36950
Cau.Cau6AG001411	0.0000000000000000000000000631594604748676	0.264472543657341	0.338	0.253	0.00000000000000000000291177744681235	2	/	AT1G48530;AT3G53970
MT0025-RA	0.000000000000000000000000133020695862029	0.341203854612492	0.278	0.204	0.00000000000000000000613252012063126	2	/	/
MT0034-RA	0.000000000000000000000000444775879812168	0.252925392905242	0.366	0.279	0.0000000000000000000205050576111006	2	/	/
Cau.Cau5BG001576	0.000000000000000000000000515737708789868	0.258743345435177	0.29	0.212	0.0000000000000000000237765398506305	2	/	AT5G53650
Cau.Cau5AG000685	0.00000000000000000000000421224436875937	0.286416486644355	0.265	0.193	0.000000000000000000194192889888544	2	/	/
Cau.Cau7AG000349	0.00000000000000000000000846475728569101	0.317169139581512	0.298	0.226	0.000000000000000000390242240384927	2	transcript:AT1G10370.1	AT1G10360;AT1G10370
Cau.Cau6AG001632	0.0000000000000000000000110096251647159	0.25896374917298	0.375	0.29	0.000000000000000000507565739343733	2	/	/
Cau.Cau5BG002443	0.000000000000000000000041479008052549	0.255231940264843	0.284	0.209	0.00000000000000000191226522923861	2	/	AT5G14602;AT5G18150
MT0006-RA	0.0000000000000000000000625929300272783	0.251218359646702	0.267	0.194	0.00000000000000000288565926011758	2	/	/
Cau.Cau9BG000630	0.0000000000000000000000849953837242948	0.333716241650714	0.285	0.213	0.00000000000000000391845718045744	2	transcript:AT3G57550.3	AT2G41880;AT3G57550
Cau.Cau6AG000502	0.0000000000000000000000947875278160165	0.295811102416045	0.261	0.192	0.00000000000000000436989460737399	2	/	/
Cau.Cau8AG000936	0.000000000000000000134294692058135	0.274948696784954	0.467	0.39	0.00000000000000619125389326414	2	/	/
Cau.Cau6BG001412	0.000000000000000000537917133842864	0.304853023365466	0.288	0.225	0.0000000000000247990557044237	2	/	/
Cau.Cau4AG001157	0.0000000000243822444848319	0.334760205434796	0.278	0.224	0.00000112407023523972	2	transcript:AT3G15353.1	AT3G15353
Cau.Cau2BG002331	0	2.82906034846018	0.331	0.035	0	3	/	/
Cau.Cau2AG002342	0	2.64194043433087	0.43	0.087	0	3	/	/
Cau.Cau2AG001310	0	2.54354770407871	0.4	0.058	0	3	/	/
Cau.Cau9AG001375	0	2.52802334109587	0.524	0.172	0	3	/	AT3G22840;AT4G14690
Cau.Cau8AG000894	0	2.3830231935869	0.367	0.059	0	3	transcript:AT1G60710.1	AT1G10810;AT1G60680;AT1G60690;AT1G60710;AT1G60730;AT1G60750
Cau.Cau9BG001448	0	2.29316055866637	0.374	0.107	0	3	transcript:AT3G22840.1	AT3G22840;AT4G14690
Cau.Cau7AG000171	0	2.22488984611161	0.517	0.198	0	3	transcript:AT5G13200.1	AT5G13200
Cau.Cau2BG001310	0	2.20671357663683	0.315	0.046	0	3	transcript:AT2G05540.1	/
Cau.Cau4BG001211	0	2.20497939512643	0.452	0.119	0	3	/	/
Cau.Cau5BG001332	0	2.1936754743441	0.307	0.057	0	3	/	/
Cau.Cau4AG001194	0	2.14411908347628	0.46	0.134	0	3	transcript:AT4G27450.1	AT3G15450;AT4G27450
Cau.Cau8AG000082	0	1.82165572808382	0.32	0.071	0	3	/	/
Cau.Cau3BG000389	0	1.75656300251239	0.399	0.107	0	3	transcript:AT5G42655.2	AT5G42655
Cau.Cau2BG001689	0	1.62431638904022	0.658	0.297	0	3	/	/
Cau.Cau4BG002281	0	1.549047268	0.33	0.068	0	3	transcript:AT5G58070.1	AT5G58070
Cau.Cau4AG002261	0	1.53725705899733	0.262	0.04	0	3	/	/
Cau.Cau3BG001301	0	1.45306387874359	0.537	0.249	0	3	/	/
Cau.Cau8BG001475	0	1.42729411415237	0.441	0.159	0	3	/	AT2G27830
Cau.Cau3AG000247	0	1.37039617431029	0.393	0.145	0	3	/	/
Cau.Cau4BG000149	0	1.36745862630037	0.276	0.067	0	3	/	/
Cau.Cau9AG001466	0	1.35276982479918	0.626	0.311	0	3	transcript:AT2G32150.1	AT2G32150
Cau.Cau3AG000390	0	1.33461937438444	0.296	0.087	0	3	transcript:AT5G42655.1	AT5G42655
Cau.Cau8BG001475	0	1.33325250948007	0.251	0.063	0	3	/	AT2G27830
Cau.Cau4AG000218	0	1.32128785959782	0.294	0.083	0	3	/	AT2G25460
Cau.Cau3BG000244	0	1.31633451378633	0.412	0.159	0	3	transcript:AT4G24160.1	AT4G24160
Cau.Cau5AG002590	0	1.3003792568525	0.843	0.618	0	3	/	/
Cau.Cau9BG001539	0	1.27359422416083	0.29	0.082	0	3	/	AT2G32150
Cau.Cau5BG002532	0	1.2530552247021	0.729	0.484	0	3	/	/
CP0008	0	1.23680174431051	0.543	0.244	0	3	/	/
Cau.Cau8AG001242	0	1.20524000830426	0.455	0.183	0	3	/	/
Cau.Cau6AG001410	0	1.16404361007697	0.531	0.236	0	3	/	/
CP0005	0	1.04286499462408	0.878	0.616	0	3	/	/
CP0004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000567579422345797	0.748011707176249	0.88	0.637	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000261665465289859	3	/	/
CP0040	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108510483943942	1.09784292419216	0.528	0.256	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000500255033078362	3	/	/
